ad_type,city,cname,day,deliver,ftype,invite,is_hr,maxsal,minsal,name,refresh,type,url,uuid
f,北京,网易,5,False,1,False,False,250,200,数据分析师,12-24,intern,https://sxsimg.xiaoyuanzhao.com/81/2C/811D40A22992731C00ADBD166EAFD12C.png,inn_nkraehmupcju
f,成都,乐智云,5,False,1,False,False,100,50,ERP财务实施顾问,12-24,intern,https://sxsimg.xiaoyuanzhao.com/8D/7A/8D3703BAD7D14FE7905C5B0AD655E67A.jpg,inn_b2hcy6yaoja5
f,南京,车300,5,False,1,False,False,200,150,数据挖掘（社交网络）,12-24,intern,https://sxsimg.xiaoyuanzhao.com/28/66/2803DE3AEB3E482212F90E633C6A3266.png,inn_hhttyaqce6oe
f,北京,快手,5,False,1,False,False,250,200,数据分析实习生,12-24,intern,https://sxsimg.xiaoyuanzhao.com/04/A8/04E0987794C4E687076E43E49C34B0A8.png,inn_dacwnyyc5ka4
f,上海,快钱公司,3,False,1,False,False,150,100,数据分析实习生,12-24,intern,https://sxsimg.xiaoyuanzhao.com/6A/1B/6ADFAB478424EDF0C33000FB8655901B.jpg,inn_enh9njzv6vfw
f,重庆,完美世界,4,False,1,False,False,150,100,数据工程师,12-24,intern,https://sxsimg.xiaoyuanzhao.com/21/BE/2175CC5D253851303BE2122A74A46ABE.jpg,inn_sr9wybabosof
f,北京,洋葱数学,3,False,1,False,False,300,150,数据挖掘实习生,12-24,intern,https://sxsimg.xiaoyuanzhao.com/43/2F/43F1B3624EA1672AF80B72029634C32F.jpg,inn_xmdpuc2vwrdm
f,北京,美兰德,4,False,1,False,False,150,100,数据挖掘实习生,12-24,intern,https://sxsimg.xiaoyuanzhao.com/BF/9E/BF979F917B37FCB7D8F624CE007D459E.png,inn_4rhcdj2xhxwh
f,北京,小米,5,False,1,False,False,250,200,数据挖掘工程师,12-24,intern,https://sxsimg.xiaoyuanzhao.com/96/2B/96CC0E0CEF22360DDF52B5A982C4052B.png,inn_jqip1nswbzz6
f,上海,长江众创,3,False,1,False,False,200,150,数据分析师,12-24,intern,https://sxsimg.xiaoyuanzhao.com/46/29/4620514FBC1ED3975DE632C50402D829.png,inn_0zghvkbpqmqz
f,北京,滴滴出行,4,False,1,False,False,250,200,数据挖掘实习生,12-21,intern,https://sxsimg.xiaoyuanzhao.com/3E/AF/3E4255D3B3EA03C6AD8781596746E0AF.jpg,inn_si7cofpin6dt
f,上海,声网,3,False,1,False,False,300,250,数据挖掘实习生,12-21,intern,https://sxsimg.xiaoyuanzhao.com/CA/80/CAA5B77FE076154C707102A0E63BF980.png,inn_9osinzwgb1pv
f,北京,车来了,4,False,1,False,False,200,150,数据分析实习生,12-21,intern,https://sxsimg.xiaoyuanzhao.com/company_logo/2015-44/8XGDI5K6JHbUaB9.jpg,inn_g8zwiaxckhdx
f,北京,字节跳动,5,False,1,False,False,200,150,数据挖掘实习生,12-21,intern,https://sxsimg.xiaoyuanzhao.com/69/8D/69D89E01806ACAEE6472C6D5D5C7CC8D.jpg,inn_hetuwtpkonsm
f,北京,字节跳动,4,False,0,False,False,500,400,数据挖掘实习生,12-21,intern,https://sxsimg.xiaoyuanzhao.com/69/8D/69D89E01806ACAEE6472C6D5D5C7CC8D.jpg,inn_bo8iu1qbrocm
f,北京,字节跳动,4,False,1,False,False,300,250,数据抓取实习生,12-21,intern,https://sxsimg.xiaoyuanzhao.com/69/8D/69D89E01806ACAEE6472C6D5D5C7CC8D.jpg,inn_vy7glnzm7kvl
f,北京,志诺维思,3,False,1,False,False,250,200,算法工程师（自然语言处理）,12-21,intern,https://sxsimg.xiaoyuanzhao.com/4B/75/4B4C5E70316199F0FF1337E1EE3F1575.png,inn_pgthbyzzteny
f,上海,华住集团,3,False,1,False,False,180,100,数据分析实习生,12-20,intern,https://sxsimg.xiaoyuanzhao.com/A5/8A/A58501D3F219257D0381B35A0BF0768A.jpg,inn_a6kdq7o5zrgi
f,北京,百度,4,False,1,False,False,220,200,大数据分析实习生,12-20,intern,https://sxsimg.xiaoyuanzhao.com/3E/3D/3E1F42C4AC29CDADFB729234AF43E03D.jpg,inn_mj4o0pj1lkbt
f,北京,百度,5,False,1,False,False,250,200,数据分析师（实习）,12-20,intern,https://sxsimg.xiaoyuanzhao.com/3E/3D/3E1F42C4AC29CDADFB729234AF43E03D.jpg,inn_cqa4wlhwtggw
f,广州,留海科技,4,False,1,False,False,120,100,数据分析实习生,12-20,intern,https://sxsimg.xiaoyuanzhao.com/D0/9E/D0848DCCCEFF273F1C09D531630F8F9E.png,inn_udnbqiuyvahh
f,全国,Dabit,2,False,1,False,False,200,150,AI人工智能机器学习,12-20,intern,https://sxsimg.xiaoyuanzhao.com/CA/00/CA4F7EF8E3FDC0FB02AB7B1445A48500.png,inn_8ivu6fbq3okw
f,北京,百度,4,False,1,False,False,200,150,数据挖掘实习工程师,12-20,intern,https://sxsimg.xiaoyuanzhao.com/0A/80/0A4DB3F4159F586B0E419CCFE6A34D80.png,inn_uu1a8q5egnp2
f,北京,京天威,5,False,1,False,False,150,100,数据标注实习生,12-19,intern,https://sxsimg.xiaoyuanzhao.com/C8/41/C8F9437CE87059F89EAC4CD683A5C241.jpg,inn_ecczmnkuaqr1
f,杭州,滴滴出行,3,False,1,False,False,150,100,BI数据分析实习生,12-19,intern,https://sxsimg.xiaoyuanzhao.com/BE/75/BE9C902782D6961775A57963165B8475.png,inn_ndakclnbpqos
f,上海,饿了么,3,False,1,False,False,150,120,助理数据分析师,12-19,intern,https://sxsimg.xiaoyuanzhao.com/39/38/39D768B16A2B8A1C97634FEFB2EF6338.png,inn_pb7xzetufefg
f,深圳,百度,4,False,1,False,False,200,150,百度大搜_数据研发实习生,12-19,intern,https://sxsimg.xiaoyuanzhao.com/0A/80/0A4DB3F4159F586B0E419CCFE6A34D80.png,inn_zksfetixdbdl
f,上海,朝阳永续,4,False,1,False,False,150,100,金融数据工程师,12-19,intern,https://sxsimg.xiaoyuanzhao.com/48/14/483301EF3DEE06A0CAF0305118E9A914.jpg,inn_rcictils0ohv
f,北京,搜狗,5,False,1,False,False,200,150,算法/数据分析/数据挖掘实习生,12-19,intern,https://sxsimg.xiaoyuanzhao.com/A0/70/A003A27F68874AF7D13FA263318CFB70.jpg,inn_sbhdauguq2yg
f,北京,LinkedIn,4,False,1,False,False,230,200,数据分析实习生,12-19,intern,https://sxsimg.xiaoyuanzhao.com/27/84/275B11E9D3E157F12224FBDF5E514984.png,inn_vciagzyrmes9
f,北京,字节跳动,4,False,1,False,False,400,200,数据挖掘算法实习生 - 国际化,12-19,intern,https://sxsimg.xiaoyuanzhao.com/69/8D/69D89E01806ACAEE6472C6D5D5C7CC8D.jpg,inn_zmgypd14lwyd
f,广州,Innfins,3,False,1,False,False,250,200,爬虫数据工程师,12-19,intern,https://sxsimg.xiaoyuanzhao.com/36/09/361960ED2E83257351533FE887DA0509.jpg,inn_nmeneh8ar8he
f,北京,Synnex,3,False,1,False,False,250,200,IT实习生,12-19,intern,https://sxsimg.xiaoyuanzhao.com/89/4D/89CC7AF6CD5E9C90E5F90F4D09E3AB4D.jpg,inn_plgh4oxonkfw
f,成都,纽昂司软件,3,False,1,False,False,200,150,数据清洗挖掘实习生,12-18,intern,https://sxsimg.xiaoyuanzhao.com/09/04/09878E5240793A1E258297DFDABE0204.png,inn_fijn38ucw3dq
f,北京,阿里体育,4,False,1,False,False,100,50,数据挖掘实习生,12-18,intern,https://sxsimg.xiaoyuanzhao.com/58/2C/5896EE90DB49D2E5C87FC97F7447682C.jpg,inn_uljransrxvot
f,上海,亿咖通科技,4,False,1,False,False,2,1,自动驾驶数据服务实习生,12-18,intern,https://sxsimg.xiaoyuanzhao.com/74/10/741D002E39ED5948AB96D475EF1C2010.png,inn_jfylldvog7yi
f,北京,作业帮,5,False,1,False,False,250,200,数据挖掘/机器学习算法实习生,12-18,intern,https://sxsimg.xiaoyuanzhao.com/E5/85/E58244132DAD06C9B21180DDE2E4C585.jpg,inn_wlwm7ikbeesj
f,北京,百度,4,False,1,False,False,150,100,数据挖掘实习生,12-18,intern,https://sxsimg.xiaoyuanzhao.com/8B/8C/8B0402DB6BAC04EF4E97D5CC65F5358C.png,inn_pcadlhqffrgq
f,南京,地平线机器人技术,4,False,1,False,False,180,120,智能驾驶数据实习生,12-18,intern,https://sxsimg.xiaoyuanzhao.com/19/EF/193D9B69EA244FFE036EEFE70A0221EF.jpg,inn_dghxymg9bybi
f,绵阳,成都通园,4,False,1,False,False,150,100,数据采集员,12-18,intern,https://sxsimg.xiaoyuanzhao.com/58/08/580A577AC89AA21937F36C432CE91208.png,inn_btnb1irfvfav
f,北京,法伯宏业,4,False,1,False,False,150,100,数据分析实习生,12-18,intern,https://sxsimg.xiaoyuanzhao.com/94/8B/94A810E9996393E2714B02794AACE38B.png,inn_jo086axktqms
f,北京,法伯宏业,4,False,1,False,False,150,100,数据分析实习生,12-18,intern,https://sxsimg.xiaoyuanzhao.com/94/8B/94A810E9996393E2714B02794AACE38B.png,inn_gtj6cmc6vij6
f,上海,资证魔方,3,False,1,False,False,151,150,资产证券化量化业务实习生,12-17,intern,https://sxsimg.xiaoyuanzhao.com/1D/E9/1DB4709F97BB68658A7DB9E3ABF94DE9.png,inn_mrx76tz4uym4
f,上海,资证魔方,3,False,1,False,False,151,150,资产证券化量化业务实习生,12-17,intern,https://sxsimg.xiaoyuanzhao.com/1D/E9/1DB4709F97BB68658A7DB9E3ABF94DE9.png,inn_uflu9e9eey8f
f,北京,鲸准,5,False,1,False,False,200,150,爬虫实习生,12-17,intern,https://sxsimg.xiaoyuanzhao.com/50/91/50CB422C878EA09CD43BED70D99CAC91.jpg,inn_iv3kulnos3wt
f,北京,奇虎360,4,False,1,False,False,200,150,数据分析实习生,12-17,intern,https://sxsimg.xiaoyuanzhao.com/26/1C/26E852051943C98DEBB48439BDE2091C.jpg,inn_mobgj82jy5zf
f,北京,博天数创,5,False,1,False,False,150,100,图像识别,12-17,intern,https://sxsimg.xiaoyuanzhao.com/32/21/325B6BC6BA3D61D4C6A1A6B55D8A9221.png,inn_xoxyqqjkt4bj
f,北京,滴滴出行,4,False,1,False,False,300,250,大数据开发工程师,12-17,intern,https://sxsimg.xiaoyuanzhao.com/F4/64/F400E7D0B6EFB6A136C12791E8406764.jpg,inn_haxnboaztl83
f,广州,网易游戏,4,False,0,False,False,150,100,数据挖掘实习生,12-17,intern,https://sxsimg.xiaoyuanzhao.com/64/AE/6416B4479294DFA36963CA932057A6AE.png,inn_gxstix4rdqtx
f,上海,联合利华,5,False,1,False,False,150,100,算法/数据挖掘专家,12-17,intern,https://sxsimg.xiaoyuanzhao.com/DB/88/DBC49CFD6D67689BEDF89F9D8A4C8588.png,inn_eyujrgd3pk02
f,上海,泰案联,5,False,0,False,False,150,100,汽车数据实习生,12-17,intern,https://sxsimg.xiaoyuanzhao.com/93/A2/93EF97586A2672309F4216B27B2468A2.jpg,inn_gcfcfgcfimqq
f,杭州,小影短视频,5,False,1,False,False,200,150,算法/数据挖掘工程师－校招,12-17,intern,https://sxsimg.xiaoyuanzhao.com/E6/91/E6CE088BC7FC2877288CAE1BA0525491.png,inn_ix3ajpvzrsop
f,上海,寻找母星,5,False,1,False,False,200,150,数据分析BI实习生,12-17,intern,https://sxsimg.xiaoyuanzhao.com/A5/17/A5B3EDD8FF3447C3E485E3223E112817.jpg,inn_sx3x6y1coifm
f,杭州,森马电商,4,False,1,False,False,120,80,数据分析实习生,12-17,intern,https://sxsimg.xiaoyuanzhao.com/4B/CC/4B600408D595CC7F0475981E070DA9CC.jpg,inn_uhdfquol4nri
f,成都,卓杭科技,5,False,1,False,False,250,200,数据仓库开发工程师,12-17,intern,https://sxsimg.xiaoyuanzhao.com/D0/E0/D02B405EA8E144D0B5FC746E7CCBA5E0.jpg,inn_m9bovybydyda
f,广州,紫光云,5,False,1,False,False,100,50,需求分析工程师/产品专员（实习生）,12-14,intern,https://sxsimg.xiaoyuanzhao.com/FF/C7/FF1A5846EE1F5A1CE3FBEA9D44739DC7.png,inn_5zt3zeudq4mx
f,广州,广发基金,4,False,1,False,False,150,100,数据挖掘实习生,12-14,intern,https://sxsimg.xiaoyuanzhao.com/82/45/826BB267DFA066C26FB7B3BECA2DCD45.png,inn_uwlmefp6c9xk
f,深圳,招商信诺,5,False,1,False,False,250,200,总部信息安全实习,12-13,intern,https://sxsimg.xiaoyuanzhao.com/company_logo/2015-42/NS06FPgeRMWV4KU.jpg,inn_7boh7aejuvga
f,北京,阅文集团,5,False,1,False,False,200,150,数据挖掘实习生,12-13,intern,https://sxsimg.xiaoyuanzhao.com/F9/10/F931FECF79984F4CB3AD5D6949B31410.png,inn_ywwi1k2tjvou
f,成都,国铁电气,5,False,1,False,False,100,50,初级数据分析员,12-13,intern,https://sxsimg.xiaoyuanzhao.com/CD/C8/CD96C3811DD4C20200F609D9AFCB3AC8.png,inn_pva0nnoeiosr
f,上海,东泽国际,5,False,1,False,False,200,150,数据分析实习生,12-12,intern,https://sxsimg.xiaoyuanzhao.com/59/5B/59C429160992BE40C645B5DB9D446C5B.png,inn_71pdzhl06nes
f,北京,东方国信,5,False,1,False,False,200,150,数据分析挖掘实习生,12-11,intern,https://sxsimg.xiaoyuanzhao.com/22/7B/22B423F3ACCB56C620622B3396FFD07B.jpg,inn_lex4patssacw
f,北京,亚马逊中国,3,False,0,False,False,150,100,数据挖掘及分析实习生,12-10,intern,https://sxsimg.xiaoyuanzhao.com/B2/98/B2AB8BF973D4F4ABF00074FA0A44BA98.jpg,inn_qkf6mck5h2z8
f,上海,维信金科,3,False,1,False,False,150,100,BI实习生,12-10,intern,https://sxsimg.xiaoyuanzhao.com/01/EC/01E443A4A4AC2E635D4B3D07F61389EC.png,inn_xg86z6rz18h4
f,北京,京东,4,False,1,False,False,250,200,运筹优化算法实习生,12-10,intern,https://sxsimg.xiaoyuanzhao.com/E7/0F/E78BA92FAAF585886CF8919E42A6820F.png,inn_as1nxhkacic8
f,杭州,滴滴出行,4,False,1,False,False,250,200,数据挖掘实习生,12-10,intern,https://sxsimg.xiaoyuanzhao.com/3E/AF/3E4255D3B3EA03C6AD8781596746E0AF.jpg,inn_jasjjl2tzenp
f,上海,阅文集团,4,False,1,False,False,250,200,数据挖掘实习生,12-10,intern,https://sxsimg.xiaoyuanzhao.com/F9/10/F931FECF79984F4CB3AD5D6949B31410.png,inn_i5fxb6djwsoo
f,上海,鸿特普惠,5,False,1,False,False,250,200,风险建模专员,12-10,intern,https://sxsimg.xiaoyuanzhao.com/9E/31/9E17FAF898641DDFF2BB2A9FD5811731.jpg,inn_0zb4wwet5hji
f,北京,Momenta,5,False,1,False,False,400,300,数据挖掘实习生,12-08,intern,https://sxsimg.xiaoyuanzhao.com/0E/4C/0E7750856B17B9457992B15932FBE64C.png,inn_ed1jrcoa7x1i
f,北京,滴滴出行,4,False,1,False,False,250,200,数据挖掘工程师,12-07,intern,https://sxsimg.xiaoyuanzhao.com/3E/AF/3E4255D3B3EA03C6AD8781596746E0AF.jpg,inn_grtx074xpfka
f,上海,星环科技,3,False,1,False,False,200,150,数据工程师（实习生） (MJ000271),12-07,intern,https://sxsimg.xiaoyuanzhao.com/C7/D8/C750B2AF27B7D08B1590DAFA4F58D8D8.png,inn_e6gp68xopi9r
f,北京,腾讯,3,False,1,False,False,200,150,数据分析助理工程师,12-07,intern,https://sxsimg.xiaoyuanzhao.com/82/3D/82C3DA937235431C6137523C0385633D.png,inn_hdswwtjfhy1y
f,厦门,多快好省,5,False,1,False,False,250,200,数据挖掘实习生,12-06,intern,https://sxsimg.xiaoyuanzhao.com/25/03/25947704F7F0AAC390D8229AD5072A03.png,inn_wdk0alq8ldsa
f,北京,滴滴出行,5,False,1,False,False,300,250,Didi business intelligence data analyst internship,12-05,intern,https://sxsimg.xiaoyuanzhao.com/CF/03/CF68C6D9B996C165F8281689193D7303.jpg,inn_yov3susjam6k
f,北京,Opera,4,False,1,False,False,200,150,风控数据实习生,12-05,intern,https://sxsimg.xiaoyuanzhao.com/A9/7A/A9598D519070EDA00459746309FB227A.png,inn_rhskgictksfk
f,成都,货车帮,3,False,1,False,False,150,100,HRIS数据分析实习生,12-04,intern,https://sxsimg.xiaoyuanzhao.com/04/31/04F5E217AD89E0B93CD9FEEC4B51F031.png,inn_cfi3j62uxwzx
f,北京,曙星科技,3,False,1,False,False,0,0,微信公众号/小程序数据工程师实习生,12-04,intern,https://sxsimg.xiaoyuanzhao.com/F6/9B/F652C898D3901209A79A49D373C3369B.png,inn_rpa9t5eyytio
f,北京,微景天下,3,False,1,False,False,150,100,可视化数据管理实习生,12-04,intern,https://sxsimg.xiaoyuanzhao.com/0D/EB/0D2247932418FF976C77154AD239FEEB.png,inn_oodccuqm1lzi
f,南京,驭道数据,5,False,0,False,False,250,200,数据分析实习生,12-04,intern,https://sxsimg.xiaoyuanzhao.com/05/78/05FE17FB1BBEFA4BFD22F224F1249678.png,inn_o6muhuzfhnap
f,北京,e代驾,5,False,1,False,False,150,100,数据统计/数据分析实习生,12-03,intern,https://sxsimg.xiaoyuanzhao.com/F7/CC/F7755422AF9010575EDD2374D98785CC.jpg,inn_wvn5dviyzltf
f,广州,精点数据,4,False,1,False,False,200,100,大数据分析/挖掘实习生,12-03,intern,https://sxsimg.xiaoyuanzhao.com/22/B2/22CC264BEAF2CE98C4882C22D9492DB2.png,inn_1monbejdh4hj
f,天津,地山金未,5,False,1,False,False,200,150,数据信息专员,12-02,intern,https://sxsimg.xiaoyuanzhao.com/05/DA/0598BB027714A52D4D59E87EFF4FFFDA.png,inn_cfkcxf6jpjzl
f,北京,星衡科技,4,False,1,False,False,150,100,数据标注实习生,11-30,intern,https://sxsimg.xiaoyuanzhao.com/3F/02/3F63481AEE02B1C7C926335065E30602.jpg,inn_fns3eqv9pgax
f,成都,柠檬时光科技,4,False,1,False,False,150,100,数据挖掘实习生,11-29,intern,https://sxsimg.xiaoyuanzhao.com/59/C3/592D70A969F535DD40B3F72AB52221C3.png,inn_gbkka3ty4del
f,北京,作业帮,5,False,1,False,False,400,200,数据挖掘/机器学习算法实习生J11295,11-28,intern,https://sxsimg.xiaoyuanzhao.com/10/D8/10F8D7930B746F8DC289C9392D17C1D8.jpg,inn_asuozqa6fbj3
f,"深圳,北京",PKFARE比客,5,False,1,False,False,250,200,数据分析师,11-27,intern,https://sxsimg.xiaoyuanzhao.com/1E/F1/1EC6D308BF12EABA01DFCDE22A538DF1.png,inn_iikxix4cdhhn
f,成都,向己科技,5,False,1,False,False,150,100,数据标注实习生,11-26,intern,https://sxsimg.xiaoyuanzhao.com/7B/47/7B43FA0A4627BD6C4869BC00D873B847.png,inn_mrdepjqvde1r
f,武汉,交复医学,5,False,1,False,False,150,100,数据分析实习生,11-23,intern,https://sxsimg.xiaoyuanzhao.com/5D/93/5D64B06D26CA08307FAB0319CAAD0D93.png,inn_kqx9kwzavlh3
f,广州,东方国信,5,False,1,False,False,200,115,实习工程师岗位（JAVA开发/数据开发/数据分析挖掘方向),11-23,intern,https://sxsimg.xiaoyuanzhao.com/22/7B/22B423F3ACCB56C620622B3396FFD07B.jpg,inn_ajuh2mednnzp
f,上海,红杉资本,5,False,1,False,False,300,250,数据科学实习生(行业研究方向）,11-23,intern,https://sxsimg.xiaoyuanzhao.com/EC/46/ECB928A9241887E0BC82A3FEB4D6FA46.jpg,inn_otsl3ghh0f3x
f,深圳,超级码力,5,False,1,False,False,200,150,数据挖掘工程师,11-22,intern,https://sxsimg.xiaoyuanzhao.com/34/08/34D08031DC2B83005F4FD739E4029A08.jpg,inn_neet0u3q5pr6
f,成都,御雪科技,5,False,1,False,False,150,100,数据分析员,11-21,intern,https://sxsimg.xiaoyuanzhao.com/A2/9C/A21C586B13805DE04E6656313EB2899C.png,inn_ed24kisibyxl
f,天津,地山金未,5,False,1,False,False,300,250,数据信息专员/主管,11-20,intern,https://sxsimg.xiaoyuanzhao.com/05/DA/0598BB027714A52D4D59E87EFF4FFFDA.png,inn_doikqb9c4i8t
f,"北京,上海",百度,5,False,1,False,False,150,100,高级机器学习/数据挖掘实习生,11-19,intern,https://sxsimg.xiaoyuanzhao.com/0A/80/0A4DB3F4159F586B0E419CCFE6A34D80.png,inn_rdngye7mhi5x
f,北京,妙计旅行,5,False,1,False,False,250,200,数据挖掘实习生,11-08,intern,https://sxsimg.xiaoyuanzhao.com/02/D6/02931F467E11C55AF3B68DB6C9ECF9D6.jpg,inn_bud5mjyafcdl
f,天津,流量海,5,False,1,False,False,150,100,数据分析,11-05,intern,https://sxsimg.xiaoyuanzhao.com/9B/03/9BEFE3DD1CFC7E67A78CA81BB11D2403.png,inn_ghujgjplezhq
f,北京,快鱼,4,False,1,False,False,200,150,音频标注实习生,11-04,intern,https://sxsimg.xiaoyuanzhao.com/80/E8/807EA23F73C1C0513628E465AFD644E8.png,inn_vqmxl4nnxstr
f,北京,吉因加,4,False,1,False,False,140,100,医学大数据分析师,11-02,intern,https://sxsimg.xiaoyuanzhao.com/78/4C/780C1E6C5CB7935E5B8A09444027494C.png,inn_q1dvo9zu2ydb
f,广州,蓝标电商,4,False,1,False,False,150,100,天猫数据实习生（帮宝适）,10-30,intern,https://sxsimg.xiaoyuanzhao.com/26/A9/2610050389A91006EAF8FC72210D99A9.png,inn_ijl9psj4cngu
f,上海,诚轩投资,5,False,1,False,False,150,100,程序员实习生,10-30,intern,https://sxsimg.xiaoyuanzhao.com/D3/12/D3DC42667687F989ECE5081919594812.jpg,inn_wthkzwegsyzw
f,北京,人人车,5,False,1,False,False,200,150,数据挖掘实习生,10-23,intern,https://sxsimg.xiaoyuanzhao.com/5A/BF/5A266301AD7412A4E6B12B1E03971BBF.jpg,inn_get0s3r9csrl
f,北京,WeHome,5,False,1,False,False,200,150,数据实习生,10-22,intern,https://sxsimg.xiaoyuanzhao.com/BD/18/BD69652367C9B0C84825AACDA47FC118.jpg,inn_4idev5jfj54h
f,上海,拍拍信,4,False,1,False,False,200,150,数据挖掘实习生,10-18,intern,https://sxsimg.xiaoyuanzhao.com/A2/7D/A2A805C14A40B6A088457C8CE8EAC47D.png,inn_cpxncavaxbnl
f,杭州,华信设计,5,False,1,False,False,150,100,大数据挖掘与分析实习生（杭州）,10-12,intern,https://sxsimg.xiaoyuanzhao.com/EE/27/EE436CCA5837D80A68791C791F059827.png,inn_cnyt3e6j8ny9
f,上海,数云信息,4,False,0,False,False,200,150,BI售后工程师,09-25,intern,https://sxsimg.xiaoyuanzhao.com/A1/7E/A1C0C2ACF493B2AF08AC32C0AD06B67E.png,inn_jocx7wa4vv51
f,杭州,网易,5,False,1,False,False,200,150,数据挖掘实习生,09-25,intern,https://sxsimg.xiaoyuanzhao.com/81/2C/811D40A22992731C00ADBD166EAFD12C.png,inn_ikwqpg4dy2wj
f,济南,先进数通,5,False,1,False,False,0,0,ETL实习生,09-20,intern,https://sxsimg.xiaoyuanzhao.com/73/A8/739B2AD39FE59481D4B1FA4B93D418A8.png,inn_jwjbxumn2piu
f,全国,Teradata天睿信科,4,False,1,False,False,200,120,数据分析与挖掘,09-18,intern,https://sxsimg.xiaoyuanzhao.com/9E/29/9EF8D65BD00807B39E3CCC215E89D529.jpg,inn_haz03zdprlgu
f,北京,百融金服,5,False,1,False,False,200,150,数据分析师实习生,09-04,intern,https://sxsimg.xiaoyuanzhao.com/D6/13/D61E2DA7967E89AE41A5B85229665413.png,inn_3sssizadnici
f,北京,瓜子二手车,3,False,1,False,False,300,250,数据挖掘工程师,09-03,intern,https://sxsimg.xiaoyuanzhao.com/B6/EA/B64997D0C61C515D6AA4359B6175B1EA.jpg,inn_6ek4esrg5xws
f,天津,数能科技,3,False,1,False,False,150,100,数据整理,08-28,intern,https://sxsimg.xiaoyuanzhao.com/EC/8C/EC8B13D3CCE60A9684CB7AC5C925888C.jpg,inn_dxbuvxo4zm7f
f,北京,摩笔神奇,5,False,1,False,False,200,150,风控数据实习生,08-28,intern,https://sxsimg.xiaoyuanzhao.com/1E/29/1E3AEA4D6001E645B5DFBE2F68F04129.png,inn_sufyit2zfetv
f,北京,闪银奇异,4,False,1,False,False,500,300,机器学习工程师,08-09,intern,https://sxsimg.xiaoyuanzhao.com/EA/87/EA5FA6DCE33B798169DB29AD9E648187.png,inn_jwvecb58zhje
f,北京,闪银奇异,5,False,1,False,False,500,250,数据挖掘工程师,08-09,intern,https://sxsimg.xiaoyuanzhao.com/EA/87/EA5FA6DCE33B798169DB29AD9E648187.png,inn_f4y7kq63rmuz
f,北京,Talent X,3,False,1,False,False,150,120,数据分析实习生,07-27,intern,https://sxsimg.xiaoyuanzhao.com/41/C7/41F6C3CA2985CC0640396E5E17D2D5C7.png,inn_c75ex5udmpco
f,北京,网易,4,False,1,False,False,200,160,数据挖掘实习生,07-25,intern,https://sxsimg.xiaoyuanzhao.com/81/2C/811D40A22992731C00ADBD166EAFD12C.png,inn_alndunr1tyl9
f,广州,凡科,5,False,1,False,False,363,272,需求工程师,05-08,intern,https://sxsimg.xiaoyuanzhao.com/55/1B/55CF6183284AC360F172DE487478EC1B.jpg,inn_vwrtt8c0mb5s
f,北京,大通天成,5,False,1,False,False,149,100,大数据分析师,04-12,intern,https://sxsimg.xiaoyuanzhao.com/A1/1F/A17ECBDA6FD1A8CA37BFEA720E9B121F.jpg,inn_razdgj2o4aah
f,北京,作业帮,3,False,1,False,False,300,200,数据挖掘/算法实习生,03-06,intern,https://sxsimg.xiaoyuanzhao.com/D5/22/D5597487DD52585D711B87006801A922.png,inn_rz3rohior2yf
f,北京,天眼查,4,False,1,False,False,400,200,算法实习生（数据挖掘方向）,03-02,intern,https://sxsimg.xiaoyuanzhao.com/41/5C/411F42E3F0A7E9B66F4F95AFA81F455C.png,inn_4gzhqnqcwebx
f,"北京,上海",链家网,3,False,1,False,False,400,200,机器学习/数据挖掘工程师【实习岗】,03-01,intern,https://sxsimg.xiaoyuanzhao.com/4B/44/4B198EAACCA3631BD4423271A648FF44.png,inn_bktkqf8y1o6b
